"RG","TG","COEF","RE"
"INSYN2A","WNT8A","0.310123470432434","1.5862840481069"
"C9orf152","WNT8A","0.515191677359401","4.71296007344644"
"IL1RAPL2","WNT8A","0.482864265439501","2.53436285156116"
"DPY19L2P1","WNT8A","0.313898483577669","0.675915350004981"
"PTPRT","WNT8A","0.56173407952377","5.87800507507716"
"MYBPC1","WNT8A","0.457558494499016","4.57048027409812"
"ELOVL2","WNT8A","0.437780906978869","3.99826223975585"
"CAPN8","WNT8A","0.555044292447089","5.15892578902598"
"LDLRAD1","WNT8A","0.341766856873349","1.19434113681997"
"AARD","WNT8A","0.48289220617059","4.24954482770631"
"MT1A","WNT8A","-0.352891111381734","2.26223308756832"
"IGKC","WNT8A","0.370063119333127","5.72997896744139"
"IGKV5-2","WNT8A","0.409639101909437","2.132743473457"
"IGLV4-69","WNT8A","0.38169952267083","3.04025417237408"
"IGLV10-54","WNT8A","0.260801591491619","1.67135507061862"
"IGLV1-51","WNT8A","0.38805825731991","1.60881230113209"
"IGLV2-18","WNT8A","0.393787922660421","2.68017746631433"
"IGHV3-7","WNT8A","0.365148408478196","3.47965130906349"
"IGHV3-15","WNT8A","0.401477562125297","3.7656882821248"
"IGHV4-28","WNT8A","0.341195745175936","2.01299451945464"
"IGHV3-49","WNT8A","0.336803161485306","2.71918565778345"
"IGHV4-61","WNT8A","0.332382843929651","1.94423714340884"
"IGHV3-66","WNT8A","0.440406086108324","2.48489338842428"
"AL512378.1","WNT8A","0.494269981256991","2.2197272322609"
"RAB6C","WNT8A","0.474937633326284","2.79694257825896"
"IGHV3-64","WNT8A","0.315381916477537","1.55498842114945"
"IGKV3D-15","WNT8A","0.359691792871875","1.9269898279751"
"IGKV1D-27","WNT8A","0.258664576776718","0.820230649789206"
"IGHV3-74","WNT8A","0.351152604427192","3.21212637244637"
"AL133387.1","WNT8A","0.47371768022873","0.86099988815465"
"LINC01671","WNT8A","0.506993859771305","2.64163632678628"
"AL136366.1","WNT8A","0.443123200079582","2.48098976117882"
"IGHV3-72","WNT8A","0.363388937928358","2.71964173961725"
"LINC01806","WNT8A","0.266908505105522","1.4647075099008"
"HSD11B1-AS1","WNT8A","-0.445574586342923","3.28114309651062"
"IGHV4-31","WNT8A","0.313345021361096","2.16247028040445"
"LINC01198","WNT8A","0.436827796092815","2.27831142417332"
"ZBED9","WNT8A","0.543200435565554","4.20256399348675"
"IGHV3-43","WNT8A","0.347884213558252","2.08891987944253"
"AC005064.1","WNT8A","0.527787228298267","2.40399367080296"
"DPY19L2P4","WNT8A","0.33098597943428","1.56602979775438"
"IGKV2D-30","WNT8A","0.320518902845019","1.23804383395808"
"FAR2P3","WNT8A","0.471543801606954","1.26257128419835"
"IGKV2-24","WNT8A","0.350449639466004","2.73098463330738"
"IGKV2D-24","WNT8A","0.318143039161924","1.2875629050249"
"ARHGDIG","WNT8A","-0.380169495681296","1.60265670806039"
"PEG10","WNT8A","0.497217248930055","6.13011102071168"
"IGKV1-39","WNT8A","0.343712526275165","1.71867428684786"
"APELA","WNT8A","0.435362437592096","1.92238385195638"
"AC021134.1","WNT8A","0.286152319562465","0.449228260270737"
"LINC00992","WNT8A","0.366418589898084","1.06477378593143"
"LINC00939","WNT8A","0.581999335738403","2.36065795857134"
"UGT2B24P","WNT8A","0.272205970807317","0.514865291208833"
"PCDHA10","WNT8A","0.265765990747671","1.94001837946189"
"IGLV2-5","WNT8A","0.372207769611461","1.5663284870554"
"IGLV2-28","WNT8A","0.314684705949059","1.83899294858986"
"AC011632.1","WNT8A","0.510595403206071","2.24479011101668"
"LINC01152","WNT8A","0.497585266879635","4.01586908163293"
"AP000851.1","WNT8A","0.512344505622477","3.39692932048788"
"HP","WNT8A","-0.371621548352595","2.25303203746311"
"AL121790.1","WNT8A","0.433846214171837","1.98420412366138"
"AL133370.1","WNT8A","0.525994019093453","2.72275565500209"
"AL121790.2","WNT8A","0.462625451022247","1.24339700027075"
"AC013726.1","WNT8A","0.42238674223979","2.27504635217189"
"FRRS1L","WNT8A","0.512571676300027","3.04568527326186"
"AC237221.1","WNT8A","-0.335595281193686","1.60524371840932"
"AL035425.3","WNT8A","0.488634665611035","1.76676317172748"
"MSMB","WNT8A","0.433387089696942","2.02169599218132"
"PNLIPRP2","WNT8A","0.301338500115996","0.381649010767049"
"AC023421.1","WNT8A","-0.384266922157149","2.15963427792797"
"LINC01929","WNT8A","-0.359349666787245","1.08304225799413"
"AC010329.1","WNT8A","0.507696736660623","4.02484059201408"
"LINC01224","WNT8A","0.339723641786664","0.83299830612422"
"IGHV3-30","WNT8A","0.344666860635951","2.87128637197876"
"TBC1D3L","WNT8A","0.247318973402068","1.28432095012876"
"IGHV2-70","WNT8A","0.400181809155374","2.43751639235838"
"IGKV1D-13","WNT8A","0.258141398558896","1.12753004312225"
"IGHV4-4","WNT8A","0.243064810034584","1.78909411968396"
"FP325317.1","WNT8A","-0.403876698301256","2.44306061516982"
"AC006329.1","WNT8A","0.376701788184639","1.02490233787857"
"MAPT-IT1","WNT8A","0.448125758422071","1.3621112090658"
"AL032819.2","WNT8A","0.315080696799697","0.960561872965569"
"AC093642.3","WNT8A","0.473309717854567","2.45790927338182"
"AC093817.2","WNT8A","0.545657966320877","2.23896219054814"
"AL591845.1","WNT8A","0.519541840566532","4.05209411923505"
"AC011246.1","WNT8A","0.357347125303889","1.30192102001329"
"AC106045.1","WNT8A","0.428171094627274","1.61866016479411"
"AL450345.2","WNT8A","0.500991456104486","2.60621927169732"
"AL078582.2","WNT8A","0.299968327072172","1.62046096946324"
"FGF10","LRP6","0.315285845064017","3.37729065636954"
"NOTCH3","LRP6","0.284213407483717","3.8532422651768"
"WNT8B","LRP6","0.526894046145735","1.58188163305907"
"FGFR1","LRP6","0.348164840392248","4.78026011327125"
"ARAF","LRP6","0.24662933622238","2.91986413460003"
"FGF20","LRP6","0.384890729636424","1.10225543050241"
"TCF7","LRP6","0.384255622381612","4.08365090190622"
"PGR","LRP6","0.512916275799352","6.00984964480918"
"GSK3B","LRP6","0.919406189778085","11.0912243214326"
"NCOA1","LRP6","0.903603198015093","11.450097581059"
"WNT11","LRP6","-0.291394784285678","2.64196483862532"
"DLL3","LRP6","0.318411419917922","0.750274671952824"
"ESR1","LRP6","0.472813039315862","6.04769247191901"
"MAPK1","LRP6","0.843094903332911","11.115380553089"
"SOS2","LRP6","0.850674276951707","10.298890624222"
"JAG1","LRP6","0.517349228222523","6.54017287020243"
"FZD3","LRP6","0.56614105201959","5.5537576726273"
"PIK3R2","LRP6","0.428052472549574","0.840032289484512"
"CDK6","LRP6","0.868751393124913","9.81937635287052"
"WNT3","LRP6","0.421156663192147","3.35301277001144"
"RPS6KB1","LRP6","0.858445605026998","9.67214875200967"
"CCND1","LRP6","0.463778914873052","6.19978100656061"
"WNT5B","LRP6","0.344500731502215","3.06364593270387"
"FZD10","LRP6","0.414412086261522","2.79362843813163"
"E2F3","LRP6","0.751437189187124","7.4016336222385"
"FGF1","LRP6","0.601333847805656","6.98200451304699"
"CSNK1A1","LRP6","0.770853248278153","9.69411218454852"
"WNT5A","LRP6","0.473304035393039","4.80112445798713"
"HES1","LRP6","0.368177698990873","4.25665298220485"
"APC2","LRP6","0.346740256904091","2.4234240164498"
"SOS1","LRP6","0.690742322925152","8.63991987123559"
"AKT3","LRP6","0.608799831895781","7.25206728327576"
"PIK3R3","LRP6","0.341394077823234","4.06237418907036"
"TNFSF11","LRP6","0.290491834811463","1.26904413051613"
"PIK3CA","LRP6","0.700736153107703","8.1687998445309"
"POLK","LRP6","0.864302704243349","9.13762577280607"
"NCOA3","LRP6","0.917959873858659","10.8980686399557"
"GADD45G","LRP6","-0.264995212798264","2.05898280939468"
"RAF1","LRP6","0.822427500129753","9.4096335028299"
"KRAS","LRP6","0.74670461093105","8.24724412923519"
"WNT2B","LRP6","0.502126055609418","4.04349078865397"
"NOTCH2","LRP6","0.774495319875044","11.0140842889524"
"DDB2","LRP6","0.474837745350662","5.11102289585321"
"APC","LRP6","0.868577975189599","10.0733092955454"
"CDK4","LRP6","0.419747020701327","4.655649754878"
"HEY2","LRP6","0.401449974760154","3.95145319867042"
"WNT10A","LRP6","0.312391538486142","1.81153481652405"
"MYC","LRP6","0.274809051576227","3.60057397050887"
"FGF2","LRP6","0.313577683087291","3.57879031558109"
"LEF1","LRP6","0.505949363955106","4.13633581109545"
"EGF","LRP6","0.529008055051785","5.03013857634671"
"BRCA2","LRP6","0.749086290071019","5.82369142381329"
"RB1","LRP6","0.816843912154655","9.72007134285459"
"FGF7","LRP6","0.395706154321767","4.21905828993801"
"IGF1R","LRP6","0.681778202786504","8.88722379867585"
"TP53","LRP6","0.50564170450761","6.02388588150952"
"ERBB2","LRP6","0.317241762286723","4.22083819687031"
"PIK3R1","LRP6","0.787612058873807","11.2921915264363"
"EGFR","LRP6","0.721934897235272","9.73537499100946"
"SHC3","LRP6","0.308843109816773","2.63025716307839"
"TCF7L2","LRP6","0.725684565827072","8.59177879529822"
"TCF7L1","LRP6","0.403850920638936","4.75715882550577"
"FZD7","LRP6","0.505171876071463","6.33848441673957"
"FZD1","LRP6","0.497666252089521","6.05602931972385"
"KIT","LRP6","0.629048173054361","8.44488500108765"
"BRAF","LRP6","0.885751239706614","10.0368110822258"
"FGF17","LRP6","0.376597762114812","1.40314582576919"
"SHC1","LRP6","0.466136316309494","5.73988814105339"
"DVL3","LRP6","0.78671047884728","9.67113407147557"
"WNT4","LRP6","0.257109163068244","2.14768532696464"
"FZD5","LRP6","0.256498875173219","2.5009773262948"
"FZD6","LRP6","0.811042046026268","9.21391970785395"
"CTNNB1","LRP6","0.775074759071293","11.6543309137489"
"AXIN2","LRP6","0.509512631363989","4.84154093162088"
"PIK3CD","LRP6","0.440246228076654","4.46626520794802"
"PTEN","LRP6","0.536640907456919","7.07873180142574"
"HRAS","LRP6","-0.279039966964424","2.76299897262891"
"GRB2","LRP6","0.387959765606466","5.04373206856315"
"CSNK1A1L","LRP6","0.386160193638403","0.530758655539628"
"FZD2","LRP6","0.314143418945914","2.50290139764768"
"FRAT2","LRP6","0.383454229946641","3.55436976952433"
"SP1","LRP6","0.902836893969927","12.0642510776012"
"SHC4","LRP6","0.534633580987923","4.24961483246568"
"FZD9","LRP6","-0.263546962039967","1.43340602221864"
"MTOR","LRP6","0.775588662585807","9.49807125207175"
"NRAS","LRP6","0.769897916878415","8.97542521861744"
"TAC1","LRP6","0.335876757630828","1.9192905643991"
"CLCA4","LRP6","0.457502109708752","3.19230670105041"
"MARCO","LRP6","-0.243281854845629","2.10642231397196"
"EFCAB1","LRP6","0.439888886736161","3.28833972518434"
"COL11A1","LRP6","0.573232416216232","3.9815777558382"
"TUBA3D","LRP6","0.490429877330818","2.3329990325002"
"SMC1B","LRP6","0.517559781536583","2.32591909715433"
"BRINP1","LRP6","0.311354232366347","2.61777609872429"
"CXCL2","LRP6","0.253882145727812","2.60437874047481"
"CEACAM6","LRP6","0.342060975314643","2.53169108025739"
"TPTEP1","LRP6","0.760772936500409","8.03026471237538"
"PNPLA3","LRP6","0.267297798737189","1.49805093681546"
"CRYM","LRP6","0.401890634349287","2.29977331481479"
"HAS1","LRP6","-0.252664385302825","1.45554170320587"
"FAM83E","LRP6","0.279955368624356","1.89981899686488"
"OGN","LRP6","0.373600908880741","4.67719849201976"
"ATRNL1","LRP6","0.385992130253073","2.80623096234137"
"B3GAT1","LRP6","0.312728959640454","2.32103871541606"
"HPX","LRP6","0.318811845220704","2.46170972032456"
"LIN7A","LRP6","0.451713842042667","4.47711963013349"
"CUX2","LRP6","0.41842144238368","2.68483207908784"
"RASAL1","LRP6","0.373610302408986","2.71208847849073"
"NME5","LRP6","0.530377817673009","4.09528745606972"
"HGD","LRP6","0.271442571254814","1.90698781429536"
"SMYD1","LRP6","0.321222362706239","2.88125275142586"
"RARRES1","LRP6","0.274434853221943","3.06839058893381"
"CNNM1","LRP6","0.547077611422262","3.74392208446092"
"HOXC13","LRP6","0.297860559961423","1.64982024905205"
"C4BPB","LRP6","0.285034375809221","1.61206033883317"
"H1-3","LRP6","0.288980319624358","0.621362523069797"
"FLRT3","LRP6","0.544238327666627","4.65301977011783"
"WNK4","LRP6","0.366205482454633","3.07070848383847"
"FOXA1","LRP6","0.395929832871668","4.44994011670033"
"TNS4","LRP6","0.364284053560779","4.13556126685934"
"LIN28A","LRP6","0.338380172047843","0.308640391166862"
"ACY3","LRP6","0.278745670100471","1.49301380298611"
"ALDH3B2","LRP6","0.289395251272397","3.07718448764389"
"CHRM3","LRP6","0.680752118352234","5.12829160776718"
"MSI1","LRP6","0.370140765976579","2.55084161069282"
"HRK","LRP6","0.45304720989471","2.77053822031621"
"SCN2A","LRP6","0.57667034098907","5.09099775915625"
"GABBR2","LRP6","0.452906709248438","1.42829131587176"
"IL33","LRP6","0.475064582624653","5.72414738838279"
"KIAA0319","LRP6","0.325182909756425","1.31929429341364"
"CXCL9","LRP6","0.318661846811286","2.80821233796686"
"COL2A1","LRP6","0.362797885601819","2.64051922528442"
"STAC2","LRP6","0.257029852068717","3.0988153713096"
"KCNH1","LRP6","0.387311297837551","1.53195982750551"
"DCDC2","LRP6","0.382006370185468","3.45741111309533"
"CHRNA6","LRP6","0.294617598019532","0.435181964055909"
"CDH22","LRP6","0.2451614853239","1.28154405140753"
"GFRA1","LRP6","0.355662603406709","4.58484203522061"
"ASTN1","LRP6","0.45493235905592","3.50367300439466"
"ZSCAN1","LRP6","0.331762695361603","1.54023932449977"
"CCNO","LRP6","0.263528337187139","1.75205830957924"
"SLC16A12","LRP6","0.459165456696779","3.29908865652243"
"PART1","LRP6","0.453477526812352","3.2834193734674"
"STK32B","LRP6","0.348140724444723","3.24333324311527"
"SPHKAP","LRP6","0.578736432140472","4.09524362251477"
"CHST9","LRP6","0.477111249144497","4.25665856068623"
"GPR15","LRP6","0.51182307537877","2.75579566247359"
"CYP4Z2P","LRP6","0.302917614108409","2.13306518076017"
"GPR26","LRP6","0.263135114327952","0.904856083837264"
"GLYATL2","LRP6","0.351788654535886","3.15363695706461"
"FCRL3","LRP6","0.271775385388156","1.31089339829925"
"BRINP3","LRP6","0.302945468084373","1.15300140207576"
"INAVA","LRP6","0.385798285819285","2.71284581247769"
"GRIK3","LRP6","0.368284052392867","3.54714377563706"
"PRSS12","LRP6","0.692122826972384","5.11909620044147"
"RANBP3L","LRP6","0.488649319743207","4.24681981920317"
"SBSPON","LRP6","0.418443756469956","4.1477487018431"
"PTCHD1","LRP6","0.582052384734219","5.39737883542329"
"OXGR1","LRP6","0.515001431703858","3.60933677093245"
"RIC3","LRP6","0.580928742766382","5.38696061984665"
"GPD1","LRP6","-0.268177798687482","3.73980602731005"
"KLK2","LRP6","0.32043048870063","1.27632204104543"
"GNG4","LRP6","0.247875991874455","1.52974753157737"
"RSPO1","LRP6","0.466211936962227","3.53413266841287"
"MUC15","LRP6","0.383813399547169","3.38153514451818"
"BNC1","LRP6","0.508480358163564","3.49556536645306"
"SYT9","LRP6","0.42521980963931","2.74157727174963"
"TRH","LRP6","0.280695254694695","0.966088855093999"
"FUT3","LRP6","0.279030978188528","1.56798446250417"
"UGT2B7","LRP6","0.249697787417219","1.10008790077129"
"AGR3","LRP6","0.332966809357484","3.04523064147323"
"FAM166C","LRP6","0.347416542240478","1.61760010145334"
"AC020659.1","LRP6","0.405134253548528","2.44719813253214"
"IGDCC3","LRP6","0.257159727963352","1.55867707464819"
"UGT8","LRP6","0.491356009901713","4.11844391238535"
"GRIK1-AS1","LRP6","0.393822085374358","2.52222941443015"
"PDZK1","LRP6","0.28417978235094","2.4044247582153"
"PHYHD1","LRP6","0.288187073371175","3.00536266171265"
"NRIP3","LRP6","0.436832286603264","3.80222005911508"
"KLHDC7A","LRP6","0.269940104396777","2.3651079922211"
"ALOX15B","LRP6","0.242754542344157","2.29232989631732"
"NLRP8","LRP6","0.341601065135574","1.12949148651575"
"OR7E22P","LRP6","0.371615607292993","1.78643569172839"
"CCR8","LRP6","0.242024596606221","0.502820540764607"
"TPRXL","LRP6","0.335384464829596","1.45753850366335"
"OXTR","LRP6","0.367718695486385","4.63827990786865"
"MUC16","LRP6","0.452103695665813","4.15567203607268"
"SYNM","LRP6","0.30773938594752","4.44265164554602"
"C17orf77","LRP6","0.310879047487996","0.730191439350376"
"TFDP3","LRP6","0.281297847417211","1.1132496969495"
"FAM3B","LRP6","0.405012902184533","3.60736457552597"
"KCNH8","LRP6","0.49226523748916","3.44134395092494"
"NELL2","LRP6","0.531970955044481","4.31092085814695"
"NPY2R","LRP6","0.343127288666279","2.75997984944819"
"MFSD6L","LRP6","0.37291957776725","2.1340292937249"
"NAT8L","LRP6","-0.261104254811079","2.95909968446267"
"SERPINA11","LRP6","0.324225278286139","2.21819653851234"
"NWD1","LRP6","0.510675986810368","3.3862889893928"
"NCCRP1","LRP6","0.269374634155254","1.82031841381244"
"INSYN2A","LRP6","0.40336791529466","2.06323013430052"
"C9orf152","LRP6","0.410474133144903","3.75500670082625"
"SBSN","LRP6","-0.304355818358725","0.686066428916123"
"IL1RAPL2","LRP6","0.492168347066003","2.58319628267174"
"DPY19L2P1","LRP6","0.428528529336132","0.922747404167317"
"PTPRT","LRP6","0.553835580438324","5.79535490411174"
"MYBPC1","LRP6","0.344661904453262","3.44277388459698"
"PAX5","LRP6","0.26653807175233","1.28580465411654"
"CCDC196","LRP6","0.621239615222316","1.68592626671567"
"ELOVL2","LRP6","0.412150792825032","3.76418186761466"
"CAPN8","LRP6","0.344205864761075","3.19926271941473"
"LDLRAD1","LRP6","0.299689306457907","1.04729659933165"
"AARD","LRP6","0.393790422487168","3.46543189493818"
"IGKC","LRP6","0.369263779010457","5.7176021511702"
"IGKV5-2","LRP6","0.38639138596612","2.01170665294895"
"IGLV4-69","LRP6","0.422613002875072","3.36613191523037"
"IGLV10-54","LRP6","0.353407953678104","2.26482580876364"
"IGLV1-51","LRP6","0.426870799738063","1.76972137728933"
"IGLV2-18","LRP6","0.381106765203935","2.59386767745124"
"IGHV3-7","LRP6","0.427565154642669","4.07444648673893"
"IGHV3-15","LRP6","0.433593374081141","4.06692089924252"
"IGHV4-28","LRP6","0.427511995069722","2.52224511953605"
"IGHV3-49","LRP6","0.417594674662051","3.37145721881039"
"IGHV4-61","LRP6","0.418351584457974","2.44710190180359"
"IGHV3-66","LRP6","0.425906374895071","2.40308199284104"
"AL512378.1","LRP6","0.305778618132722","1.37322748993612"
"RAB6C","LRP6","0.46728131005729","2.75185392863146"
"IGHV3-64","LRP6","0.393456474159578","1.93993450346735"
"AC044784.1","LRP6","0.28396522819993","0.52238825106843"
"IGKV3D-15","LRP6","0.3984634839898","2.13470280858305"
"IGKV1D-27","LRP6","0.342782597089904","1.08697060823363"
"IGHV3-74","LRP6","0.419585312295195","3.83810636778002"
"AL133387.1","LRP6","0.408073043947949","0.741688266793136"
"LINC01671","LRP6","0.437401269907892","2.27903171153264"
"AL136366.1","LRP6","0.602986849968462","3.37604576025032"
"CADM3-AS1","LRP6","0.307150967491564","2.30790001115766"
"IGHV3-72","LRP6","0.463658385680432","3.47006902799188"
"LINC01806","LRP6","0.279429813297772","1.53342039762133"
"HSD11B1-AS1","LRP6","-0.271394883806396","1.99851041043064"
"OR2S1P","LRP6","0.353292659774363","2.02819184229874"
"OCLNP1","LRP6","0.332634073197034","0.95842026833458"
"IGHV4-31","LRP6","0.353105033164548","2.43686380196104"
"LINC01198","LRP6","0.487931536735612","2.54484720135114"
"ZBED9","LRP6","0.594235401065558","4.5974048190392"
"IGHV3-43","LRP6","0.445006961877263","2.67210713486453"
"AC005064.1","LRP6","0.527990187339029","2.40491811956425"
"DPY19L2P4","LRP6","0.386822254513276","1.83021401099136"
"SULT1C2P1","LRP6","0.28038896556847","1.12425663990535"
"KCNMB2-AS1","LRP6","0.271777853191483","0.727038129129675"
"IGKV2D-30","LRP6","0.427209670620258","1.65015009668374"
"FAR2P3","LRP6","0.486718163148332","1.30320104769624"
"IGKV2-24","LRP6","0.470924247630812","3.66981939456766"
"SLC25A24P1","LRP6","0.255388687850485","0.537449295751433"
"IGKV2D-24","LRP6","0.408731134424358","1.65418375394879"
"ARHGDIG","LRP6","-0.315761099972054","1.33113427237986"
"PEG10","LRP6","0.547684416855916","6.75231256933484"
"IGKV1-39","LRP6","0.40933796208537","2.04682278440913"
"APELA","LRP6","0.491879030952802","2.1719381934956"
"AC022784.1","LRP6","0.452105743803248","2.0900580074721"
"LINC00992","LRP6","0.350366236819082","1.01812734049373"
"LINC00939","LRP6","0.456119593209215","1.85007487406073"
"PCDHA10","LRP6","0.489254715538851","3.57142438621856"
"IGLV2-5","LRP6","0.43327856317329","1.82332721597184"
"IGLV2-28","LRP6","0.380894444217148","2.22591750990841"
"AC011632.1","LRP6","0.520577721374767","2.28867654040756"
"LINC01152","LRP6","0.614341313845726","4.95817390919573"
"AP000851.1","LRP6","0.387537832106401","2.56944030868668"
"HP","LRP6","-0.243982832623224","1.47919608248757"
"AL121790.1","LRP6","0.362853212520448","1.65951624573053"
"AL133370.1","LRP6","0.30245678618112","1.565637431368"
"AL121790.2","LRP6","0.424956394895089","1.14215399410227"
"AC013726.1","LRP6","0.300848756458874","1.62042222799846"
"FRRS1L","LRP6","0.460974877616213","2.73909866856861"
"XKR7","LRP6","0.282081102497147","0.410890233709273"
"AC133919.2","LRP6","0.264272003243083","0.869034091270107"
"AL035425.3","LRP6","0.397365504742353","1.43675999453657"
"AC010329.1","LRP6","0.428686518882909","3.39847546351772"
"LINC01224","LRP6","0.381991918728981","0.936639615603205"
"IGHV3-30","LRP6","0.388998216232867","3.24059375749852"
"IGHV2-70","LRP6","0.396336514583211","2.41409461670877"
"IGKV1D-13","LRP6","0.341711875050416","1.49255565888272"
"IGHV4-4","LRP6","0.288898000125192","2.12645225419054"
"MAPT-IT1","LRP6","0.266422023013156","0.809809338267071"
"AC093642.3","LRP6","0.405430682894324","2.10541173698377"
"AC093817.2","LRP6","0.433327321358891","1.77804329550194"
"AL591845.1","LRP6","0.539437068153587","4.2072641717922"
"AC011246.1","LRP6","0.325869389204933","1.18723833925908"
"AL450345.2","LRP6","0.343061543569089","1.78464841133242"
"AL078582.2","LRP6","0.60469427761051","3.26662312948074"
"NOTCH3","FGF10","0.281903144867672","3.82192072537114"
"FGFR1","FGF10","0.674348389587591","9.25871982237652"
"GSK3B","FGF10","0.342574775488417","4.13263878800243"
"NCOA1","FGF10","0.363228594930207","4.60268718096363"
"WNT11","FGF10","0.509370017808814","4.61826274687712"
"MAPK1","FGF10","0.366209470376112","4.82811319257652"
"SOS2","FGF10","0.315102506933352","3.81486350563411"
"JAG1","FGF10","0.510461723779783","6.4531031168473"
"FGF9","FGF10","0.295941207099755","1.68262659636285"
"MAPK3","FGF10","0.551897076979173","6.79284677062141"
"AKT2","FGF10","0.401558622745889","5.19785910472728"
"CDK6","FGF10","0.298875577191523","3.37814914410502"
"WNT2","FGF10","0.381127029427069","2.9889264695037"
"RPS6KB1","FGF10","0.423680470533994","4.77362864965377"
"CCND1","FGF10","0.31907566180662","4.26539276427848"
"FGF6","FGF10","-0.300568046853283","0.0554758857122117"
"SOS1","FGF10","0.564213129356021","7.05727167157141"
"AKT3","FGF10","0.594150023193511","7.07755771078598"
"PIK3R3","FGF10","0.403192990738373","4.79774227260535"
"PIK3CA","FGF10","0.554426900343403","6.46320638266374"
"POLK","FGF10","0.433652571295026","4.58468415342754"
"NCOA3","FGF10","0.308135938018295","3.65820631009148"
"DLL4","FGF10","0.470225374535956","4.82698706144027"
"GADD45G","FGF10","-0.342468217517696","2.66093928711755"
"KRAS","FGF10","0.431954203775169","4.77087153210598"
"WNT2B","FGF10","0.467613871784194","3.7655731306582"
"NOTCH2","FGF10","0.529633075055627","7.53190262249859"
"APC","FGF10","0.400520329596151","4.64502356083242"
"FGF2","FGF10","0.624877154111068","7.13157991838992"
"RB1","FGF10","0.408846720779175","4.86509017834649"
"ESR2","FGF10","0.575043572495309","3.82509883939721"
"FGF7","FGF10","0.761095412585253","8.1148748252485"
"EGFR","FGF10","0.597375775422521","8.05568092989418"
"SHC3","FGF10","0.457068905976034","3.89261966918122"
"NOTCH1","FGF10","0.485337396623029","5.88178944543219"
"TCF7L2","FGF10","0.569103129475003","6.7379250302622"
"TCF7L1","FGF10","0.493843509996223","5.81722584234906"
"FGF18","FGF10","0.299433102479423","1.64712478817198"
"BRAF","FGF10","0.391077250217709","4.43145694076774"
"WNT9B","FGF10","0.403068152626114","2.23765785785432"
"SHC1","FGF10","0.437478778100519","5.38700625229649"
"DVL3","FGF10","0.300665400277611","3.69611880726342"
"LRP5","FGF10","0.385811686277762","4.9754374793278"
"FZD5","FGF10","0.553247272872381","5.39440527508686"
"HEYL","FGF10","0.393673728794316","3.55380341452434"
"HEY1","FGF10","0.313614801613027","3.07319639663759"
"FZD6","FGF10","0.337030205805106","3.82886346105558"
"AXIN2","FGF10","0.451750213486366","4.2926652153992"
"MAP2K1","FGF10","0.470418565748219","5.27392996594898"
"WNT10B","FGF10","0.284362932018033","1.65100667023399"
"PTEN","FGF10","0.63457199401354","8.37052280565921"
"FZD4","FGF10","0.600579344748821","8.01356594505238"
"GRB2","FGF10","0.389437917869561","5.06294901999093"
"SP1","FGF10","0.412062927020176","5.50623334574124"
"FGF16","FGF10","0.364985502251386","1.65597823739923"
"NOTCH4","FGF10","0.531471900165561","6.20764351633762"
"NRAS","FGF10","0.449082878511773","5.235382126226"
"PDK4","FGF10","0.312063225894483","4.48279031951722"
"MARCO","FGF10","0.326099617067601","2.82348846117098"
"CAMK2B","FGF10","-0.36866405870456","2.80952786023401"
"SEZ6","FGF10","0.241761319562549","0.696938393467469"
"SLC4A4","FGF10","0.559479700869146","4.96904336371743"
"PNPLA3","FGF10","0.251382057546859","1.40885233094243"
"CHRDL1","FGF10","0.712639030960169","9.69384582786417"
"CBLN1","FGF10","0.386513702474245","2.38322265704618"
"UPK1A","FGF10","0.290944803933059","1.05475504215462"
"OGN","FGF10","0.655825192451378","8.21043131386312"
"LIN7A","FGF10","0.339354554669508","3.36348102908601"
"RERGL","FGF10","0.494996124936878","4.49023517151316"
"OPRD1","FGF10","0.272332228565719","1.19508559688455"
"KCNIP2","FGF10","0.614535723776953","6.917502755251"
"GDF5","FGF10","0.49886356633457","2.85977806046154"
"VGF","FGF10","-0.268914000160651","0.380994585545933"
"LBP","FGF10","0.251614566411109","1.90728805223271"
"TNNI3","FGF10","-0.373080147292913","0.454174199528385"
"CLEC10A","FGF10","0.397668200531853","3.47499207930819"
"SPX","FGF10","0.450584192411693","4.11112263862718"
"IL33","FGF10","0.549114907452988","6.61639444063234"
"KIAA0319","FGF10","0.252214502861272","1.02325535677836"
"MYPN","FGF10","-0.330018863722587","0.80296473165863"
"HDC","FGF10","0.453268082707409","3.13394344749224"
"CYP4B1","FGF10","0.450666986471358","4.51463449996494"
"KCNH1","FGF10","0.396903383925307","1.56990008545941"
"SLC22A3","FGF10","0.566640997642356","5.1330299089934"
"GPR158","FGF10","0.393045448290319","1.75626786208812"
"GFRA1","FGF10","0.28386028156052","3.6592392299957"
"IP6K3","FGF10","-0.271545882119833","0.941467305495495"
"PCOLCE2","FGF10","0.553662961364001","6.39193486689994"
"NPY1R","FGF10","0.469498049825745","5.42356093836558"
"GPD1","FGF10","0.505873151317801","7.0545267714622"
"SCNN1B","FGF10","0.27849773888955","2.72618008182382"
"CAVIN2","FGF10","0.570217055047061","7.18070794802909"
"LRP1B","FGF10","0.396168208820489","3.11020257995558"
"LEP","FGF10","0.540326052712235","6.789384757176"
"DMRTA1","FGF10","0.41096411322876","2.86905566793981"
"NAT8L","FGF10","0.520211794218155","5.89557055375638"
"DPY19L2P1","FGF10","0.275063567119115","0.592292403339796"
